Name	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19	sample20	sample21	sample22
KDM2A	-0.816311749	-0.670489654	0.445830099	-0.314007423	0.724496559	1.294331269	-0.690791306	0.612328821	0.726189322	-2.291856432	-1.28735134	-0.204281826	0.840064676	0.082443829	-1.080937716	-0.115358496	0.762809021	0.049718874	1.308350492	-1.062517712	-0.190702312	0.268699102
KDR	1.024364136	0.18384428	-0.761534922	0.249623399	0.603436187	0.685379963	-1.428064117	-0.360177287	-0.889293441	-0.427411352	1.609711996	-1.505473756	0.005990875	0.822860493	-0.029286174	0.54980641	-0.00359934	-0.693758697	0.940591818	-0.115200246	1.256990902	0.687738203
KIAA0232	-2.626085426	0.020084901	1.200486266	-0.214044335	2.389805089	0.772834889	0.34651514	0.349997531	0.712379007	-0.83272825	0.041160227	1.799410227	-1.236101972	0.498079383	-0.787924603	0.461658936	0.941063162	1.253927319	-1.185607393	0.919902386	1.096802574	1.356196409
KIAA1522	-2.575370792	0.608615326	0.429030872	-0.421771139	0.421688803	-1.348921749	-2.282152349	-1.632014363	-0.180476637	1.339722539	0.19138475	0.404186527	-0.568384566	0.616948623	1.044870041	1.049283299	0.200233963	0.903999216	-0.824833419	-1.323185563	0.741300775	-1.003474517
KIF13B	-2.775152507	0.360123883	1.043540296	-0.38699802	1.056742899	-1.542293265	-1.69721262	-0.686801163	0.378203817	0.595798047	0.375423346	0.646797368	-0.69719369	1.008821711	0.752961418	1.564475443	1.479315679	0.864605222	-0.491321378	-2.137827404	0.891717229	-1.148127909
KIF16B	-2.656198528	0.476865323	0.904404709	-0.449423592	1.067925658	-0.49764859	-2.507892341	-0.729614248	0.529901996	0.781646841	0.252845249	1.01630221	-0.423121796	0.822786087	0.898299984	1.601265154	1.070248008	1.456894801	-0.071074165	-0.687797159	1.294231409	-0.368989977
KIF18A	-0.148703306	0.120670854	-1.267878398	-1.198012795	-0.685895001	0.758434895	-0.685895001	-0.790876287	0.351204959	-0.084206036	0.032959469	-0.474680293	1.836088381	-0.155156489	-1.341377123	-0.397564284	-0.888444628	-0.020127334	2.636079454	1.333837682	-0.298404046	0.156407053
KIF20B	2.360946809	0.388842871	-0.518640351	-0.312870662	0.145342091	0.547367843	-1.551972697	-0.335270501	0.227960083	-0.708104904	-0.857230993	0.151922278	1.876475602	-0.816580066	-1.558788797	0.141030962	-0.874502836	0.748636224	1.535164453	1.187914213	-0.359293894	-0.485324785
KIF9-AS1	1.923294235	1.786656398	-1.818350317	-0.062948845	0.947487713	-0.547266252	-0.018073368	-0.004570661	-0.55956972	-0.152174469	-0.471989161	1.040063668	0.641776002	-0.417199398	0.217403371	-0.196457642	-0.945430327	0.506227793	-1.530306521	0.991215487	-0.650884431	0.985196618
KLC4	-2.58007232	0.859958094	0.522712776	-0.169631119	-0.308919194	-1.918971533	-1.193173078	-0.459230798	-0.936209159	0.768121406	0.011678474	0.097676737	-0.81142142	0.553800561	0.325402026	0.865693367	-0.024731166	0.359270735	-1.572118816	-0.942734029	-0.110267479	-1.780134101
KLF13	-0.048207696	0.949475682	-0.858874804	-1.206193129	-1.154143539	-0.593859895	-1.824856036	-0.472186182	-0.550724217	0.206514496	-0.096961718	-0.509300396	0.098030237	0.010784192	-0.547494659	0.352415938	0.480590245	1.193003803	0.427541343	-0.645464303	0.728168286	-1.01649851
KLF8	-0.222788573	-0.241985756	-0.020375639	1.534437455	0.006932863	3.348915184	1.575597548	1.107392207	-0.145948777	0.017076197	0.681844559	-1.249986245	-0.669179269	-0.852076962	-0.289748121	-0.362858826	-1.153501512	0.164016879	-0.816069906	-0.286562601	-0.057285246	1.381650533
KNTC1	-1.874271299	1.036299899	-0.859347533	-1.357263152	0.998717059	0.21284808	-0.855871034	-0.708927246	0.754807873	-0.381772705	0.699496963	1.732563714	1.173230405	-0.916675992	-1.199404796	-0.926845726	-0.765301046	0.381557408	0.581669092	1.949328098	-0.455580312	-0.805055054
KRCC1	-1.233182331	0.667039561	1.958008221	-0.447633129	0.667676858	-1.096498502	-1.323082223	-0.737931972	0.164748043	0.388413313	-1.086744553	0.127290949	0.805090994	0.834228603	0.322563245	1.293335971	0.896931533	1.559668596	0.590026027	-1.729144311	1.418099991	0.284051748
KRTAP4-1	2.169208199	-0.820622947	-0.70010721	-1.408017451	-0.342184369	0.273072728	-0.544053745	-0.208522579	-0.618946145	-0.313388434	-0.2564805	-0.846642852	-0.049092698	0.430683107	1.792594392	1.307973714	-0.091445474	-1.227529104	-1.100855194	0.372162503	-0.833963845	-0.24504038
KYNU	2.108955934	-1.876850924	-0.472975726	1.12635619	-0.291712426	0.612914954	-0.499470793	0.904665521	1.545303241	-0.349274731	-0.301168384	-0.112186526	-0.402045799	0.077556251	-0.66328113	-0.628568161	-1.057173395	-0.923366923	0.093234461	-0.791237628	2.234191754	-0.332824339
LAMB2	0.932819679	-1.118857746	0.125760591	1.6139018	-0.389056501	1.178991199	2.789746955	0.475965692	-0.588464797	0.065819775	1.21473987	-0.047807062	1.108084622	0.881388829	-1.331145728	-0.632904459	0.473527424	-1.030528375	-0.063524607	-0.629529452	0.651666276	-0.240705281
LANCL3	-0.335096562	-0.817615352	2.678931097	-0.458919953	2.050053083	-0.188883121	2.069692862	-0.155477988	-1.471863806	-0.174235801	-1.027917605	0.164632685	-0.349818149	0.709153836	0.1570053	1.858325563	-0.360926866	0.177602896	-0.249391926	-1.092942474	1.285978291	0.593828273
LBR	-0.800460173	-0.239308178	-0.304966772	-0.843778304	0.008709173	0.974698142	2.035893274	0.628261992	0.443609967	-0.986898927	-2.04413576	-0.791210196	-0.098005685	-0.656826532	-1.993514699	-0.497936085	-0.181652445	1.093821981	0.719016673	1.597988114	-0.660374561	0.821632438
LCOR	-2.514400289	0.449827641	1.841177653	-0.025043386	1.131265686	0.644565548	-1.252520337	-0.26748542	1.027400549	-0.818305705	-0.624871672	1.410007736	0.263514292	0.776253348	-0.180800057	1.862791429	0.37218469	1.638583315	1.034146872	0.932878104	0.269653682	-1.648432634
LGALS8	-1.727910352	0.995358362	0.298288646	-1.174915849	0.137582288	-0.558421096	-0.33222348	-0.742729285	-0.072253124	-0.367115577	-0.341886739	-0.376910848	-0.112994514	0.86080344	0.386659667	0.397298765	0.431784945	-0.143520089	2.013445922	0.209081711	-0.012950812	0.242542019
LGALSL	-2.618471432	0.652069652	1.180211603	-0.199301066	1.861660347	-0.447723669	-0.720525294	-1.135331553	-0.391489365	0.657790213	-0.676688042	1.307340555	-0.41037869	0.737733847	0.594739104	1.534763116	1.093532535	2.171345339	-0.847796923	0.094779387	1.014730992	0.082109227
LIN7C	-2.250145691	1.094982511	0.383320371	-1.532230818	0.519261702	0.008453263	0.436542996	-0.250894602	-0.097814514	-0.385973118	-2.173116621	-0.202702192	-0.184109681	-0.396105562	-0.055846563	0.626762408	0.253359016	1.567216474	2.241393906	2.283792706	0.228017385	1.305271326
LINC00460	0.095272333	-0.390294187	0.087480735	-0.142400585	-0.523760607	-0.339509567	-0.143455341	0.112099657	-0.566164152	-0.131557356	-0.683122555	0.041147029	-0.201877674	1.298859209	0.630234836	-1.067278918	-0.670155202	-1.298592894	1.795384397	-1.091313679	-1.476088838	-0.461267218
LINC00630	2.856827254	-1.439727741	0.805593999	0.062276594	0.690746418	-0.149459565	1.033648882	-0.754403731	-0.202047547	-0.290594394	-0.678192117	-0.154932911	-0.187416872	-1.001853027	1.27073453	0.431878167	-1.42126249	-0.703455869	0.331551387	-1.242344859	0.13648731	0.38435521
LINC00639	-0.390226717	0.223183929	0.502220896	0.270097987	-0.281543441	-1.296166923	-1.715913805	-0.62046596	-0.408861258	-0.112847244	0.518747978	-0.672263866	-0.580917942	-0.882148131	0.650222014	1.357135003	0.35935518	1.449016277	-0.008032052	2.544344953	0.269343707	0.233319145
LINC01351	-1.626899026	1.163079932	-0.844814104	-0.782521463	0.278265534	0.276537927	-0.986383354	0.323551349	-0.756593691	-0.719366573	-0.321958039	-0.011365609	-0.694359872	0.102704398	2.909486486	1.172238351	0.17634617	1.063791835	0.008397324	0.284414451	-0.514036293	-0.681434643
LINC01558	0.614175216	1.283761798	-0.363975592	-0.517607606	-0.289149041	-0.57817222	-0.600314127	-1.415330057	-0.211148794	-0.026795218	1.200110196	0.305866335	-0.283077373	0.470011871	2.512377882	-0.067533726	-0.472534397	-0.608915008	-1.081725748	0.292064502	0.055270039	-0.338535091
LINGO1	2.052026493	-0.722552695	0.282292053	0.915801973	-0.59108944	0.889895464	-0.410686359	-0.224417765	-0.534544428	0.132630605	1.153990305	-0.557646682	1.192161325	-1.094528097	-1.982448729	-1.081562871	-1.447305889	-1.362147897	-1.230479602	0.05465902	-0.258265351	1.562147594
LMCD1	0.721388779	-0.183699381	-0.05966481	1.195338254	-0.032243073	2.488789173	-0.692516158	-0.658059137	-0.34851373	-0.096288176	1.138656861	-0.528022822	1.929817051	1.081391895	-0.656432056	0.304545218	-0.598403498	-1.124637065	2.228717235	-0.966540494	1.122118763	-0.317738212
LMLN	-1.757771406	0.072882591	0.529756517	-0.793207001	1.30048522	1.699871904	-0.309103779	0.349255004	0.315435325	-0.60245231	-0.049511437	0.301409431	1.491675087	0.486729091	-1.286437117	0.802763974	-0.537770312	-0.693622045	-0.032672351	-0.973491343	0.323929043	1.475068259
LMO3	0.026969483	0.135802018	0.317971964	1.060469467	0.713979809	0.352109845	4.307587933	3.597770591	-0.271488401	-0.066965255	0.483246389	-0.194102181	-0.7920154	0.698092824	1.118676347	0.660434853	0.245239218	0.475342195	-0.524542941	-1.123355519	-0.613672888	-1.377244617
LOC100128108	3.44217493	-0.790634976	-0.401818234	1.088959253	1.457895575	0.623312715	1.358765501	1.361799967	0.835819608	-1.368438252	-0.101682019	-0.656544037	-1.108938718	-0.266029265	-0.438050681	0.106168845	0.803623576	0.482631506	0.35549978	-0.883254972	0.273507945	0.073398375
LOC100128281	0.032955405	-0.076231339	-0.366975299	-1.094538084	-1.063317461	-0.035369042	0.849440784	-0.69679967	0.196958989	2.044062532	-0.540550419	-0.672307573	-0.94739812	0.035180482	1.504785931	-0.231552169	1.476968837	1.835156802	-0.670380099	-1.264068224	0.706352809	-1.610679679
LOC100287525	-1.227953635	0.144259861	0.24826851	0.857269405	-0.969243554	-0.590911199	-0.721488793	-1.403768254	-0.907145305	0.185040797	0.258325672	-0.039427458	-0.468560201	0.1942931	0.637415886	0.880688524	-0.009939759	-0.62732118	-1.821742143	-1.833353377	-1.02518821	0.253451284
LOC100422737	-0.642580321	-0.528109748	-0.160084334	-1.244875432	-1.344994162	-0.365501904	-0.541831928	0.219742982	-0.028481	-0.041334974	0.121405858	0.560093058	-1.719014068	0.876896084	1.664144646	-1.005983745	-0.11465133	0.1521462	0.436161197	-0.328833061	-1.121492393	1.219109577
LOC100506725	0.369601595	-0.701656072	0.783651007	-0.817594496	0.972021379	0.972021379	-1.134804092	0.160260872	-1.122635906	0.57261293	-0.420567409	0.379940726	0.164872312	1.627594628	1.434925554	1.600698532	0.403583322	-0.868303531	-0.739397007	-1.180259981	-0.204413301	-1.232605013
LOC100506990	-0.450026484	0.34500853	1.599019179	-0.581902231	-0.641323527	0.406590136	0.230709719	1.402642018	0.890725404	-1.894570965	1.408548147	1.215580375	-0.558208565	0.422102141	0.288363146	1.054147522	1.595673843	1.409422322	0.579100923	-1.282980991	0.50255731	-1.288184342
LOC100507311	3.382242239	-0.491985986	-0.42732587	1.974716999	-0.540732277	2.876386767	0.412484394	1.403948636	0.360778363	-0.415620887	1.203651687	0.822558085	-0.783732454	-0.859331347	0.35920353	-0.41019757	-0.29919519	0.059641924	-2.097528947	0.432733777	1.28402006	-0.480042117
LOC100507395	2.256857933	-2.363118288	0.130256228	0.806879901	-1.186441302	-0.125967135	-0.365050937	-0.656664728	-0.115979475	0.433326136	-0.037537141	-0.124932545	0.606405515	-0.374281937	-0.808587198	0.18037462	-0.762307681	-1.751581783	-0.822068776	-0.470509888	-0.583654537	-1.769852169
LOC100507564	-0.918576289	1.455388971	-0.857416234	-1.213576048	-1.658380442	-1.083151246	-0.262072298	-0.812945699	-1.207667657	0.241976522	-0.262072298	0.164049227	1.647436334	0.382346196	-0.175507441	-1.450128219	-0.260974653	-0.871182174	-0.776048904	1.280519183	-0.738789265	1.123681542
LOC101926967	-1.027760919	-0.902392127	1.464337607	0.543795715	1.41730866	0.157845947	-1.807290031	-0.12547289	1.61349425	0.517364745	0.053022499	1.861397339	-0.571482743	0.738985146	1.033862497	1.99726709	0.067591565	0.216564444	-0.625085331	-1.799229623	-0.953656078	-1.906295007
LOC101927516	1.693118932	-0.880731929	-0.460842945	2.505892299	-0.723887329	0.110227909	-0.278830251	-1.508872063	-0.601793969	-0.682485357	0.028303061	0.047372153	-1.364414936	-1.118290991	1.191652145	-1.643337142	-0.100533264	-0.026059143	-0.204983489	-0.073898888	0.084459171	0.785273653
LOC105376292	1.131377594	1.091127818	-0.251025073	0.46731736	-0.208544602	-0.284746588	-1.654799019	-1.205934657	-1.258836611	0.233070801	0.555873181	-0.910766479	0.388294341	0.120302436	2.054517087	-0.722020342	0.352941372	-0.278387684	0.324024533	1.019307144	0.817227577	-0.609783007
LOC389332	1.697199996	-0.154107853	1.495623207	-0.97030735	-0.88511838	-1.796812936	-0.359893373	-0.962875899	-0.727704759	1.661315651	-0.573560772	-0.753332782	-0.6970442	0.762985529	0.231884899	0.281306823	1.152108405	0.755665636	-1.761484417	-0.215670557	0.261578561	-0.78538118
LOC400548	1.167189872	-1.695831365	0.233753534	0.805903443	-0.237916422	-0.441000263	-0.699382468	1.332328755	0.612610068	0.07182471	-0.032452591	0.502511664	-1.476162269	-0.985866672	0.801597161	-2.288751906	-0.251279345	0.287293634	0.115455814	2.016890185	8.20E-04	1.171546872
LOC401320	-0.941955472	-1.076849676	0.511753877	0.578103762	-0.082638532	0.343827502	-1.338736847	0.538644625	1.722489848	-0.425400101	2.54129136	-0.37401354	-0.286660559	-0.630423655	1.598714091	0.318560507	0.286037198	-0.655949945	-0.240564614	0.005010534	0.630914348	-0.140788861
LONRF1	0.633999245	0.153299652	-0.063389781	0.360932275	1.032563059	1.834125568	1.747465455	0.942104948	0.526661866	-0.703060453	0.915319096	0.087346234	0.775434605	-0.377472472	-0.778288041	-0.631824465	0.237892832	-0.556084861	-0.388368018	0.522220831	-0.762901212	2.322079466
LPCAT2	-1.025512772	0.992479341	1.159249481	0.148872614	0.880512678	-0.062003743	-0.310394292	-1.855608723	-0.461445757	-0.722411586	-0.488512462	0.579450296	2.219335272	0.39993481	0.645402137	0.680874885	0.759357995	-0.390619729	0.487958115	1.207353755	0.472193918	-1.624077113
LRCH2	0.113974388	0.745205881	0.275232134	1.344402578	0.723381667	0.985961953	4.32155462	3.233178297	-0.424739865	-0.348030709	0.364828381	-0.263689826	-0.689589553	0.525855916	0.746375475	2.388127797	1.010280961	0.392777182	0.252684403	-0.881918627	-0.409188672	0.306021197
LRMP	1.265070992	-0.072101755	-1.36470085	1.027279207	-0.140911	3.960225183	-0.012673908	1.621194154	2.567520578	1.642692591	-0.021299627	-0.96640647	-0.173275985	-0.765967104	0.899300946	-0.230765151	1.804755607	1.825425463	1.792339182	-2.024255912	1.375797733	-0.894842455
LRRC15	0.063993331	0.168715876	-0.596853525	0.63229454	-0.031376802	-0.706652267	0.058190062	-0.123954669	-0.491266507	0.416255767	-0.347816347	0.211654788	0.863637367	0.471187584	0.067913002	-0.202939012	0.415433856	-1.094174991	-0.223260904	-1.221952964	2.518062014	-1.131721556
LRRC8E	0.684369837	-1.144347159	-0.221031965	0.11952365	-0.564111704	0.244426924	-0.907934376	0.157330292	-0.043948852	-0.825827169	-0.648617769	-0.884006676	-0.249158998	-0.633721952	-0.808931941	-0.92773934	-1.330475202	-1.486652141	1.403212145	0.299555127	-1.086743925	-0.7326525
LVRN	0.283427473	-0.335020769	0.435757387	2.32218746	0.246865324	2.150267227	0.122797193	-0.369115013	0.239098579	1.515591149	-0.268648722	0.239098579	-0.259680395	0.172893419	0.562675298	1.764628325	0.107781284	0.11832144	-0.631586922	-0.803293429	0.921536608	-1.514870764
LYRM4	1.529265245	0.696102114	-0.878172321	-1.05849077	0.416130655	0.096274689	0.733796424	1.439924593	-0.136298036	-0.035962908	-0.482033954	-1.881862693	1.082860786	-0.513183514	-2.136434332	-1.337749301	-0.407215061	-0.294785231	0.032505772	0.864158894	-1.248533156	1.745988067
M6PR	0.253378005	0.532927898	-1.019979521	-1.325807492	-2.128828104	0.184026253	0.037902636	0.091277675	0.553015798	0.849615187	0.609727392	-1.027899641	-1.141147195	-0.719489315	-0.149099521	-0.484207846	0.568975094	-0.783839343	0.729999653	-0.113508443	-1.032076093	0.837202795
MACROD1	-0.8231688	-0.123084929	-0.731472726	-1.425108174	-1.191447214	-1.061914485	0.078696312	-1.062918387	-1.753209223	0.446396811	-0.630709314	-0.444350031	1.668468371	-0.331920607	-0.831982059	-1.038676933	-0.474622197	-0.980408888	-0.30385191	0.081259773	-1.377235456	-0.20445542
MAD2L2	2.561131368	0.262178433	-1.650521463	0.283929201	-0.84315728	-0.499496513	0.697077754	0.561012495	0.021215275	-0.416687752	0.283568079	-0.883726428	1.299505968	-0.357078538	-1.138461138	-1.363691483	-0.576981183	-0.610134359	0.398751677	0.890072082	-0.92333552	1.829842181
MADCAM1	3.663891492	-1.374889338	-0.595693929	0.692834895	0.307507092	1.099483324	-0.670669533	1.079869625	0.188496097	-0.016813302	0.581789372	0.39237533	-1.032223599	0.940014533	0.403347919	-0.002431088	0.003427117	0.086129741	0.895852979	-1.096450759	-0.224388629	-2.079015397
MAFG-AS1	0.482405607	-1.688184635	-0.635907883	-0.933225756	-0.133979146	-1.196388741	0.352205163	-0.220280103	-1.415756506	0.964078401	1.652132372	0.883221593	1.154791189	-0.318522892	-0.859678812	-1.452346557	-0.591005886	0.087961373	-0.998026386	-0.976805711	-0.798902952	0.992634237
MAN2A2	-1.58085074	-2.173125934	0.305343861	0.712762614	-0.637071779	1.927726683	0.776137432	0.966827656	0.987032346	0.423816222	0.354821649	0.171706303	0.647442233	-0.184490751	0.58570524	-1.340560984	-0.605616175	-1.713245868	0.832515055	-0.279330894	-0.719322401	0.238660268
MAOA	-3.171291741	0.857980811	0.559339494	-0.984020819	0.74210736	-0.62321072	-0.243685218	-0.977718583	0.087706991	0.710332808	-0.441851729	0.827768612	-0.829288716	0.031210474	1.236619567	1.502019836	0.713803566	1.560620964	-0.818594932	1.546142448	0.654729676	-1.872637094
MARCHF3	-1.989512494	1.149058063	1.48443687	-0.31920199	1.486871973	-0.884590142	-2.067690526	-0.578916413	0.513607454	-0.13230493	0.199061463	0.083653597	0.182563206	1.214561588	0.770730548	1.433420257	0.824155558	1.100539382	0.114725948	-2.095757693	0.927417437	-0.961966144
MATN2	-0.16988832	0.594211925	0.85362773	1.370361112	0.892196403	1.184940112	1.79300215	0.968859443	0.554451979	0.631366624	0.92602666	-1.331309118	1.442254932	-0.1593942	0.915280303	1.276106151	1.988227058	1.377399443	-0.051835446	-2.218819384	0.147528419	-1.85848548
MBD2	-0.848200252	0.32604706	-0.60111749	-1.440577044	0.154134837	1.050637079	-1.492139916	-0.551981461	0.728370623	0.419664659	-0.391358562	-0.711647674	1.464303711	0.10484198	-0.574458337	1.378329606	0.610694034	1.246020855	-0.49172298	-0.88778409	1.047379363	0.190538451
MCPH1-AS1	-0.051674069	-0.194658804	-0.35499147	-0.317379583	-0.644016592	1.067649452	0.987552718	-2.347949018	-0.938132002	0.168440532	0.141193078	-0.13372703	-1.892955048	0.667886212	1.810177935	0.128858594	-0.556949842	2.206576303	-1.355747716	-1.669788949	0.691943222	0.052564559
MED11	-0.338245856	1.51021589	-0.078041914	-1.218395583	-0.454628289	-0.560238333	-0.799664026	-0.143856144	0.208813708	1.411736357	0.157059472	-0.821393856	0.396281344	0.43975669	-0.332132723	1.652639559	1.706258259	1.258205457	-0.184297422	-3.257770911	1.904610757	-0.940785651
MED17	-1.814484531	1.303823514	0.4665806	-1.909707047	-0.204917091	-0.003809045	0.558405988	0.153884988	-0.199888027	-0.178387436	-1.343426623	-0.186575694	0.892239494	-0.586838172	-1.065826339	-0.385912593	0.423295155	0.161719186	1.850392065	0.128228966	-0.262522844	0.446728446
MED18	0.229907249	0.214868985	0.045867215	0.338681461	-1.498738132	-0.319653452	-2.031895212	-0.346412889	-0.068079024	0.005933071	-0.994541094	1.752493632	0.592258692	0.472162756	0.527336488	-0.570109471	-0.001477304	1.732166809	-1.676331177	-0.266918918	-3.718791336	0.802833314
MED22	0.810089633	-0.48054204	-1.939642452	0.18534747	-2.248114031	-0.341394642	0.870557835	1.26272035	-1.75754362	0.02275279	0.200688781	-0.277229204	0.190962418	-0.358713985	-1.871111742	-1.945683571	-1.343577043	-0.433394464	1.7519674	0.139322437	-1.683456377	1.411215352
MEST	-2.247689773	1.015155827	-0.76992878	-1.765803958	-0.102241677	-1.363321034	-2.358014853	-2.378953544	-1.067856859	0.694769571	-0.878208193	0.269965437	0.026925542	-0.757891097	-0.54374148	-0.606828349	-0.065597849	-0.349068052	0.198915708	-0.051869433	-1.644846491	1.424948161
METTL20	2.368046724	0.833149675	-0.079076262	0.36253477	-1.34613875	-0.345779775	0.029807491	-0.656438955	1.487561469	0.732839578	-0.746800121	0.144247547	-0.393917582	0.841125801	1.187972891	1.53279883	0.110702498	-0.986919094	-0.666692451	-0.360219471	0.016240722	-1.477659772
METTL3	-0.388292993	1.862284064	-0.442466998	-1.166987362	0.320049937	0.843118858	-0.047744004	0.408589159	0.184639282	0.733426946	1.686798305	-0.897147609	0.992631388	-0.800669189	-1.343560663	-0.818491898	0.141634721	0.700836035	-0.202236672	-1.135952468	-0.381530659	0.118612422
MFSD1	-0.976749078	1.31793898	0.756233877	-1.198779434	1.576244998	-0.639859244	-2.049155721	-0.515435761	0.964212523	0.077960777	0.553206628	0.412250353	0.388942584	0.703159813	0.208648927	1.706369706	1.717716193	1.205312858	0.932212302	0.499249284	1.476802211	-0.631777089
MGAT2	-1.50707238	1.320018934	1.225831831	-0.911886323	1.572207246	-1.455040789	-1.654614539	-0.579113089	0.367517467	0.386287737	-0.287995843	0.81361047	0.685384858	0.370648703	-0.228646959	0.71935439	1.047467574	1.897206515	1.233775	-2.420463122	0.72726851	0.153177456
MIF	0.81432893	1.137158677	-0.768642146	-0.760119045	-1.309476763	-1.371657457	-0.316244118	0.238519786	-1.237488146	-0.381271976	-1.228681303	-1.386872751	1.905081774	-0.029550852	-2.931239433	-1.223663601	-1.914472272	-0.075498266	-0.412370465	0.781160282	-2.20329824	1.684739569
MIF-AS1	0.231304943	0.505631066	-1.15421338	-0.737012204	-0.169590495	-1.514254295	-0.604019087	-0.792056585	0.220627929	-0.079808552	-0.191368515	-0.453614157	1.334509455	-1.739887103	-1.90060587	-0.545473396	-0.493254597	0.007952185	-0.033686054	0.360933911	1.331914491	1.339211943
MIIP	1.266150613	-0.257090652	-2.151759259	-0.571494396	-1.66702472	-0.631635416	-0.589394508	-0.623393819	-0.162853046	1.078641736	0.922574939	-0.19489426	0.946145615	-0.006895151	-1.324247636	-1.843580194	-0.541580619	-0.67778423	0.077386102	1.07535627	-0.947179198	0.566843712
MIR622	0.993401261	0.311068908	0.306146929	2.301488007	-0.479695551	-0.769529112	-0.54025065	-1.750135858	-1.161633285	0.524620795	-0.664361053	0.411885425	0.141326077	-1.090150133	-0.714532191	-1.106587415	-1.239904895	-0.364980945	0.523321796	1.252493825	-0.892616528	1.229841856
MIS18A	-0.14060721	0.171251503	-0.967256905	-1.743689437	0.202225375	0.403221599	-0.37797626	-0.193266105	-1.158614233	0.729085322	-1.402138523	-0.815205086	1.460206591	-0.705426404	-1.730139339	-0.17837939	-0.480257041	1.158325544	0.614919024	1.625410235	-1.301768507	1.176407771
MLXIPL	0.726251073	-2.244886196	-0.321979455	2.023180522	-1.072620125	0.280619975	-0.344138278	-0.105931965	1.030292136	-0.293508203	1.048811399	0.300111696	-1.487525791	-0.357049046	-1.584978208	-2.279432173	-1.560774544	-1.2727694	-0.722124531	0.860770367	-1.815774039	0.047764045
MMP7	0.122051916	-0.206256979	-0.033487206	-0.506881249	-0.494619728	-0.387412755	-0.708652646	-0.046945811	0.94482823	-0.236267281	-0.242248161	-0.316904616	1.233180367	0.264824217	-1.913114778	-0.305975583	-1.831401987	-1.436439521	-0.773374436	-0.566763457	0.364104828	0.036183992
MORC4	-0.932479494	0.446405354	0.251091352	-0.819865514	1.101907815	0.325605131	0.144188908	-0.615200716	-0.83132847	-0.197898276	-0.977061757	-0.047766565	2.690539118	-0.571106687	-1.566225814	-0.540956218	-0.309761169	-0.412538367	1.358818424	0.806070358	-0.976027286	0.922253663
MPHOSPH6	-1.848897197	0.030643707	-1.191885098	-1.590732554	1.04098888	-0.077305391	1.091830349	0.587297139	0.350493546	-0.734641854	-0.850498245	0.204353183	0.01199542	-0.342391475	-1.001899472	-0.808727647	0.165109484	0.122411393	0.034305605	1.953908041	-0.158291069	1.320832909
MPP5	-2.954239067	0.804410296	1.37174181	-0.939854628	0.66038269	-1.138864188	-0.44195809	-0.660154826	0.133056313	0.427449307	6.73E-05	0.475663945	0.482277004	0.696168054	0.544004034	2.201310897	0.650683533	1.191637232	0.746675044	-1.684352192	0.730010639	-0.576721122
MPP6	0.590842241	0.089721039	-0.502673147	-0.362920499	-0.341979027	-0.298040547	-0.72261371	-0.60509868	-0.550910189	-0.022803804	-0.207938773	-0.264446845	1.073201751	0.162673627	-0.992981815	-1.275972935	-1.075910218	-0.441614127	1.237798471	1.854969261	-1.077210351	2.155236513
MRPL24	0.730839385	0.129454449	-1.52234524	-1.918520765	-1.017246228	-0.361203674	2.073742877	0.574579876	-1.139700898	0.701439577	-0.719110415	-0.628888416	0.328330095	-0.572288714	-1.378945003	-0.567603352	-0.043845448	-0.216302608	0.859095459	-0.504798692	-1.724158773	1.996586335
MRPS14	-1.753916536	0.289957065	-0.426432523	-2.080336115	-0.82143114	-0.029212574	1.260242036	-0.059311494	0.236643299	0.85135499	-1.050021302	-0.795175809	0.652155421	-0.339162305	-1.579279344	-0.261265334	-0.807331629	-0.162089445	1.570835819	0.227734392	-0.629219392	1.828809913
MRPS23	0.012496925	-0.12015843	-1.496129007	-1.728048213	-0.238245452	-0.25504207	0.503451258	1.036764041	0.08845005	0.165088475	-1.252481762	-1.033327918	0.889815338	-0.030637525	-1.627809412	-1.340818186	-0.510282322	-0.10687448	-0.222178123	1.675964099	-1.584991844	1.25767809
MSL1	-3.814410335	-0.141869603	0.559605282	0.301262193	-0.180221223	0.205409921	-1.230677888	-0.61305035	0.044232192	0.331583386	-0.817729007	0.126771919	0.532404047	0.105261642	-0.682345875	0.718856829	-0.155957064	0.096606733	0.635394283	0.863933629	1.038570384	-0.229708961
MSL2	1.844049486	-0.93654024	0.469943562	0.34043338	-1.020143487	1.613803759	0.269177383	1.722948132	-0.407377884	-0.112905845	0.294287097	0.275211207	-0.136627805	0.236860519	-0.846138371	-1.712861593	-0.346198355	0.49143116	0.497009048	2.726541718	-1.038827706	-0.457048848
MSX2	0.081218558	-0.502783795	-0.239301211	0.230614202	-0.680728895	-0.363057599	0.081308819	0.576514241	-0.885726033	-0.158081139	-0.165453627	-0.294687841	0.864846486	-1.038824065	-0.761249771	-0.980334976	-1.343604507	-1.126571531	1.423259014	-1.63548747	0.479225181	1.000493741
MT2A	-1.871467331	1.506084995	1.593229553	-0.091169649	0.814588906	-0.893311971	-1.304598365	-1.443071299	1.64473347	0.354231913	-0.055175227	0.35450857	1.258490562	0.241907339	1.406290806	1.586302963	1.441558691	-1.186071779	0.749364818	-0.464166524	1.65224456	-1.45978211
