Name	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19	sample20	sample21	sample22	sample23	sample24	sample25	sample26	sample27	sample28	sample29	sample30	sample31	sample32	sample33	sample34	sample35	sample36	sample37	sample38	sample39
CISD3	0.062192815	0.235745113	0.491104519	-0.759121356	0.733362023	-0.58247153	1.019699884	-0.001744583	0.386797833	0.249195007	0.2426263	-0.264858952	-0.794825527	-0.085527208	-0.699891973	0.483419015	0.664427959	-0.001186925	1.104951845	0.562157401	-2.023773941	1.167978073	-1.83925095	-0.613981739	-1.900916921	1.701960407	0.115216726	-0.490715005	-0.56688028	0.128683756	-0.156757421	-1.636384686	-1.243119362	1.541879569	1.339010994	0.605137968	0.396039364	0.513553494	0.144321822
CLCA4	-0.091653783	1.600157021	-0.455749585	-0.40287818	0.770562816	0.265241967	0.915600635	-1.424606401	-1.316662176	-1.068016516	0.896833835	0.940947406	-1.235606536	0.125317964	1.307383665	0.355327004	-0.742447127	0.662260428	-0.155862293	1.104197413	-1.072287798	-1.357078886	-1.158843353	0.301257852	-1.325820509	0.213007749	0.49142248	-1.403868007	-0.037255599	-0.434834753	-1.201248872	0.199784968	-1.397624076	-0.573116969	0.097227041	-0.04578789	-0.414063068	-1.011097541	0.307130356
CLCN2	-0.032728468	-0.268251697	0.162650369	-0.907543388	1.155411614	2.111778224	0.94989202	-0.845850989	-0.622214684	-1.51980093	1.34762047	0.364379651	-2.86072334	0.885481569	0.693791848	-0.673294938	1.455253453	-0.334084862	-1.22187233	0.806258012	-0.262764521	1.223059844	0.215852021	-1.062548471	-1.598016685	-0.624533667	0.239536374	-1.378065021	-0.636957692	0.115148712	0.649478819	-0.781746488	-1.222351674	-0.148288433	0.52234012	0.264021223	-0.236983474	-0.435956524	-0.550383599
CLDN2	-1.001431718	0.334774262	2.044885208	-0.472428654	-0.301731168	-0.234358392	1.362296703	-0.006330624	-0.63596084	-1.290005222	-0.807817954	1.242804101	-0.523747856	1.411075117	0.902593098	1.22507926	2.265106448	1.684086613	-0.458221109	-0.918193165	0.816178851	-0.597984365	-0.66731663	-0.37292901	-1.251546795	-0.157234616	-0.385890734	0.885996714	-0.709568284	1.95454775	0.057393441	-0.515694613	1.348621038	-0.769795965	-0.375147875	-0.872015035	0.712692593	0.074209393	2.613082748
CLIP4	-0.655075724	-0.845295855	-0.205535318	0.148775849	-0.584968507	-0.732174625	0.208940426	-1.821652173	-1.122643983	0.279742179	0.488136088	-0.074440257	-1.136822602	-0.851439003	0.011443828	-0.767341239	-1.783645652	-0.865155456	-0.277154684	-1.008118059	0.199400856	-1.671931402	-0.525241165	0.200913949	2.093201474	-0.3825883	-0.718458612	0.43635589	1.196556538	-0.791475741	-0.794873572	0.803255921	-0.725334901	-0.201807132	-0.059749722	0.040394182	0.124648215	-0.45640068	0.020753933
CLPB	0.870298038	0.881902047	1.357768643	-1.138963014	-0.908073805	0.157093702	0.676589069	1.277019819	-1.105308039	-0.59513631	-0.517632099	0.19175262	-2.054956074	-0.436538868	-1.076917607	-1.206597493	0.263806581	0.846791922	0.649768244	-0.672973431	1.438827267	0.758723746	0.412933335	0.09878147	-2.119466033	1.008040543	-0.058693331	0.500792841	1.931012986	0.878684863	-0.323256591	-2.132978265	-0.789308382	0.549378494	0.707139383	0.028083511	-0.233218408	-0.44438963	0.469131044
CMC4	0.079902913	0.600618356	0.363328109	-1.320045659	-0.970868057	0.310844961	1.042238977	-0.840053515	0.678332157	-0.362141566	-1.211104	1.149431983	-0.394690892	0.169497243	0.70136696	0.006655154	0.498049445	0.086439447	1.36833421	0.837004798	0.200650171	1.460864003	0.144882515	-1.33027911	-0.134734187	2.439144925	0.410895574	-1.315850886	-0.887901562	0.684105323	-0.090586637	-1.223680147	-1.956258877	-0.690823409	-0.173171113	-0.148805527	0.046110379	1.917964861	-0.002206986
CMTM3	-0.237688275	-0.577570675	-0.203720636	1.555975297	-1.243528607	-0.985729294	-0.932643866	-1.714424795	-2.141885967	-0.660170281	0.595226893	-0.796775362	0.659612141	-0.928422269	-0.612304084	-0.366712583	-0.446280072	-0.807595677	-0.00391044	-1.96835912	-0.626786582	0.209163419	-0.042301036	1.176282411	1.34841102	0.366871981	-1.021109054	1.471777894	1.537291148	-0.728212152	-0.088463986	1.477698835	0.489265154	0.407053829	1.918832037	0.640893608	0.346770916	0.003015525	0.256045185
CNNM3	1.107784423	0.245057889	2.146897253	-1.901770197	-0.122575508	0.390736097	-0.186662369	0.287106511	-0.052718514	-0.271763299	-0.493733	-0.687110426	1.414671597	-0.006544351	0.124041227	-1.559076659	0.879157002	-0.445992996	-0.232204522	-1.197736439	-0.759990403	2.460563626	-0.610653469	-2.410271211	-0.404976653	-0.500633409	-0.366440816	0.451834419	1.437595458	-0.760582591	-0.081609886	0.010775368	0.877903414	0.761286737	-0.234432442	1.941577673	0.286784949	0.224770948	-0.632891077
CNPY2	-0.169490707	0.173425628	0.587274546	-1.844393334	0.418197045	-0.607452388	-0.716278373	1.265210626	0.958064773	0.202935077	-1.126706175	0.161941036	0.597888473	0.128643092	-0.165166114	0.990118057	0.680679932	1.283151534	1.391378341	1.116416459	0.145011214	-1.149409914	-3.202796946	-0.710976244	2.668811623	2.230476022	-0.242242367	0.909291614	-0.401444058	0.490012182	0.217274604	0.348789219	0.835944641	-1.633580984	-1.540602073	0.307314653	-1.049875502	-0.845906911	0.017246861
COL11A1	-0.793736781	-1.687137926	-0.145949772	1.224825183	-0.922944062	-0.824021514	-0.143710775	-1.237994973	-0.849589446	-0.772110341	0.125279918	-0.924293066	1.398709836	-0.870399764	-0.867309765	-0.804096789	-0.40260571	0.621399858	0.675305142	-0.302602963	0.959860062	0.660975367	1.605840925	0.984275293	1.51017346	-0.725163047	0.544948507	1.378847392	0.922995532	-0.77148097	0.543772669	2.033927554	2.044054767	-0.43236449	-0.386027252	0.829986065	-0.724765027	-0.752369458	0.205890666
COL17A1	-0.75492851	0.783293799	0.393528105	-0.753101119	1.050872999	2.701733258	0.095544296	-0.784242553	1.185812702	-0.244121807	0.416576512	0.068638196	0.355950856	1.301049374	1.435737884	0.106235103	1.766232237	-0.421564293	-1.259659318	-0.30230189	-1.548623245	-0.185146198	-1.148702592	-0.319787068	-1.949306172	0.079687879	0.033011969	-1.304650728	1.957046836	0.594557441	-1.628118608	2.494457719	-0.68729379	-0.846655031	-0.996944695	-0.436596144	0.037546133	-0.326124236	-0.707986648
COL27A1	-0.175788542	-1.849251643	0.199185123	2.821418665	-1.698784843	-1.515947564	-0.533802606	0.458818914	0.616957216	-1.322697986	-0.033208035	-0.263596077	1.770381924	0.103169711	0.249443067	1.27335005	-1.489783465	-0.904631496	-0.62166018	-1.164856574	1.680285471	0.896151696	1.670658705	1.072038183	-0.888998648	-1.017081633	-0.965361292	1.297320772	0.574651553	-0.673226567	0.235407197	1.380806811	1.088501816	0.226865018	0.373455772	0.245148434	1.660843374	0.933050855	0.663175447
COMT	1.233269499	0.759895158	0.571766799	-0.330701476	-1.065293134	-0.621960809	1.063944532	0.667744938	0.555621987	0.561818979	-0.677361676	0.323466686	1.29146129	0.230674162	-0.175099856	-0.702588363	1.171940631	-0.492952883	-0.381843373	-1.44199911	0.344609321	0.730952989	-0.463153466	-0.741243456	0.232016022	0.163337787	0.569332813	-0.086486846	-0.944731925	-2.960778419	1.029624638	0.193414507	1.31845654	0.398228045	-0.192872964	-0.718611113	-0.495840228	0.354299896	-0.094080029
COPS7B	0.564030547	0.073392537	1.006933548	-0.662023884	1.213850649	0.792815382	0.104553994	0.353099568	0.874138991	-0.970048284	-0.756127449	-0.829054395	-0.003135952	0.230178387	-0.250790173	-0.948513158	0.101991569	-0.490888712	-0.601727557	-0.789687775	-2.047456465	-0.074385125	-0.014384106	-0.792477735	-0.501308442	-1.345014993	-0.114234788	-0.490888712	-0.918590307	-0.195065288	0.183306635	-0.017660162	-1.128418086	3.038720147	1.138849117	1.76636458	0.053931637	0.91028582	-0.148031065
CPNE1	1.113862497	-1.102480637	1.231831245	-1.299374075	-0.119481731	0.389434304	1.12589786	-0.489970808	-0.853623079	-0.704995781	-0.40580575	0.936958832	-0.155476678	1.264512288	1.444999899	-1.622797524	0.840233281	-0.749603662	0.646691742	-0.954849525	-0.420633225	0.79446368	0.456717	-0.451181507	-1.196633289	0.074305024	1.076528291	-1.196734389	-2.199219747	-1.111246318	0.784959453	-0.042872539	0.169648183	0.70518925	-0.161184267	0.869576348	-0.218093536	-0.820294568	0.887651676
CR2	0.182437692	0.394933977	0.317880742	-0.348726126	-0.322147415	-0.865571067	0.772533967	-0.869365218	-1.158452416	-0.295089968	-0.646402963	0.073146306	-0.929952787	-0.789523063	-0.015201975	-1.24829926	-0.50863518	-0.461199953	-0.929945095	1.93813531	-1.298732186	-0.573766408	-0.911631019	-0.854284788	-0.629162976	-0.919802427	-0.538563066	-1.248618174	-0.987519304	-0.167760761	-0.590353077	-0.266201092	-0.765702276	-0.339152074	-0.155111077	-0.250997966	-0.18392785	-0.272383403	-1.146890969
CREBL2	-0.946734582	-0.690387023	1.712984837	-0.377253912	0.070900179	-0.253434206	-1.492306368	0.266198775	-0.194144027	0.50927331	0.189053059	0.676009642	-1.226910606	0.016770696	0.870722514	-0.449458825	-1.338735376	-0.054783283	0.332417358	-0.397909193	1.482066212	-1.737902582	-2.782524644	-0.425377526	1.303549331	1.179892306	-0.777825571	0.817347527	1.475266137	-0.971616609	-1.026090721	0.68831802	0.873555652	0.192167894	-0.528240408	-0.881047586	-0.610128521	0.513182504	-1.020009773
CRIP1	-0.423019576	0.543077927	-0.767556725	0.452530928	-1.060892496	-0.820433088	-0.613092306	0.915876505	-0.14703449	-0.540520348	0.593225124	-0.864115399	2.445391066	-0.03724635	-0.371397428	-1.339104902	0.422074794	0.342577094	-1.080997808	0.503783151	2.149483162	-0.937398762	0.953590853	2.156943006	0.517632346	0.166792974	-0.599803211	0.050208119	-0.66085899	-0.831548645	-0.615061873	-0.464366232	1.764303787	-1.046058519	-0.026362351	-1.082609718	1.687266945	-1.397154031	-0.631259908
CRYL1	-0.512200248	-0.400705512	1.13237029	-2.262052727	0.801793837	2.437561508	1.325950849	-0.128810553	-0.519494833	-0.001173609	-0.096139926	0.777886522	-1.656183823	1.107471937	-0.527525223	0.456190424	1.416714109	-0.706516969	0.688944743	1.006400268	-0.9686472	0.211876372	-2.583775816	-0.035268443	-2.342121064	-0.493779056	0.910738983	-0.522269681	1.804747448	0.948157683	-0.682371165	0.754220505	-0.060506774	-1.030870172	-1.416200572	0.246987572	-0.2362159	0.712846719	-0.654406108
CSF1R	-0.080062435	0.772189998	0.545009828	0.112535898	0.018196348	0.080409018	-1.242953088	-1.381539142	-2.214866936	1.08835408	1.364000604	0.251782889	0.568803188	0.643111763	0.059802319	-1.118684727	-0.280193138	-0.65668573	-0.846175186	-0.85716287	-2.345495477	0.088156114	-0.002025165	1.482646351	-1.0820273	-0.792488054	-0.540600275	0.310252301	1.675656535	-0.85343185	-0.308814393	0.161080889	0.802215601	-0.417724429	-0.320265661	0.012804505	-1.226433322	-0.947852143	-0.618358504
CSGALNACT2	-0.212846313	-1.194113251	1.037495527	0.792301274	-1.190993439	-1.842074208	0.284269668	-1.02703827	-0.911067306	-0.586117739	0.192047884	-0.759665116	-0.091335896	-1.621740297	0.101105976	-0.562025325	-1.204058697	-0.356764803	0.671999918	-1.177194073	0.571100646	-0.944582292	0.107278952	1.911076881	1.336428943	-0.957563392	-0.332914723	1.348930806	1.935993084	-1.226612847	-0.688634832	1.221811732	0.388954736	0.589356985	0.901664615	0.704419678	0.497694384	0.187555801	0.933428502
CSNK1G2	0.747326085	0.142083249	-1.575229449	1.893375213	0.342502291	0.045819347	0.495969793	-0.147326384	0.674896981	0.024089689	0.240799769	0.762558586	0.347801095	0.059647609	0.850895412	1.017771029	0.08254779	-2.25174024	-0.029910517	-1.461263852	-1.150359909	0.189743322	-0.51157128	-0.517174694	0.311491674	0.111892942	0.533209403	-0.060732645	-0.411377018	-0.649124641	0.612132695	-0.565150508	0.564681364	2.282192295	1.223536595	0.368204812	1.476897972	1.566791551	-0.411377018
CSPP1	0.300251028	-0.179018377	-0.787668327	-1.982231554	-0.043785643	-0.497915118	1.269528577	0.75492439	0.00491022	0.453454068	-3.313964051	0.536891647	-0.60235032	-0.823801556	0.835203623	0.360444935	-0.14910822	-0.300861621	0.539473463	0.828070581	2.500242617	0.834589629	-2.249924172	-0.5465148	1.458223883	-0.950758322	-0.571255686	1.144841825	-0.447733633	-0.401819704	-0.170638986	-0.106973278	-1.011036165	0.080776643	0.563527686	0.493015514	1.125775196	0.714744639	0.945327262
CTSH	0.950590532	0.266737819	0.3802729	-0.181076413	-0.581000431	-0.870379984	0.210057398	-2.097993435	-0.662965189	0.689003078	0.466642382	0.425369947	-1.080337584	-0.805993399	0.967107185	0.738100555	-0.884051949	0.106630904	1.186164229	-0.707822977	-1.12096065	0.121224283	-0.72365838	0.840466567	0.269451224	1.144583142	-0.158284336	-2.033914804	0.9370634	-0.044445778	0.039823911	0.147698294	-0.396323575	-0.514437252	1.912041947	-0.023663986	0.70052381	0.03175548	2.528442548
CTSS	0.46635434	1.235035902	0.326608368	-0.636057326	0.441503957	-1.458974669	0.074343136	-1.534897444	-0.416976385	1.85E-04	0.818670246	0.042738912	-0.297218422	0.208060189	0.486399552	0.470289119	0.046577891	-0.223455226	0.355300521	1.849687751	-2.662013427	-1.288064587	-1.660944017	1.008555455	-2.627366569	0.960189955	-0.59898755	-0.606663959	1.080899182	-0.869908719	-0.302204924	-0.354462436	-0.580795585	-0.702014214	0.864215939	-0.033962331	0.846814569	0.558735065	-0.235474867
CTSV	0.013896252	-2.765205687	-0.004240979	-1.528796945	-0.409485559	-0.001840223	-0.294820759	-0.706719321	-0.150350211	-0.804965739	-1.194094794	0.248842539	0.594727803	-0.483716651	1.052154568	0.245822672	0.984890438	0.671187783	1.959914092	1.995485377	2.070435305	0.784947222	-1.792183033	-0.137289859	-0.972230203	2.291070942	-0.098524065	0.684924224	0.365599472	1.029857682	1.123877937	-1.213494501	0.573957277	-0.031119338	1.0407346	0.17609128	-0.779172877	1.353648624	0.517846565
CUEDC2	0.354628295	0.455225135	1.732986638	-1.447271371	0.646045334	-1.073588208	-0.188474093	0.811124326	-0.335037039	0.240207116	0.299170215	0.055071209	-0.581931605	-0.5127425	0.060553124	-0.310242081	-0.21186875	-1.516973569	-0.194537487	-1.49631564	-0.379376972	-0.128775121	0.166660708	-0.289756413	2.401318425	-0.447841342	0.150243855	1.043542182	-1.096361363	-2.137024747	0.686939624	-0.194561945	-1.20519012	2.089274555	1.373894258	0.644095329	1.579128409	0.51296474	0.594178172
CUL1	0.551892	0.415315062	-0.089393142	-1.868914116	0.196607664	1.169731197	0.333248746	0.38736044	0.105945314	0.205201692	-0.848371113	0.46024691	-0.162972415	0.385001105	0.371973267	0.947785346	0.195363055	0.55656362	0.138712831	0.273146892	0.99106818	0.100334666	-1.584262881	-0.521524786	0.840566347	0.634269737	0.303088231	0.512591938	0.010089038	0.374261444	1.086359913	0.999471312	-0.673929038	-2.727826881	-3.79038362	-0.007266934	-2.535244264	-2.878561984	0.155323478
CWF19L1	0.506352934	0.409421329	0.711504571	-0.432916862	1.093404018	-1.032731137	-0.480083883	1.211748981	1.016252347	-0.302150381	-1.232754274	1.34702161	0.205562853	0.532975897	0.401492079	0.025089567	-0.333049083	1.220750117	1.693177462	1.846009484	0.768106513	-1.534426934	-0.697408968	-1.180207063	-0.202310303	2.803922643	0.314847677	0.875313291	0.067869344	-1.285453137	1.361399242	0.494399502	-2.013359446	-1.71183455	0.055647672	0.761386271	-0.700720719	-1.457240983	-0.2454507
CXCL11	0.130320245	1.876352603	-0.621953319	-1.304996148	0.794014659	-0.350490415	-0.600269143	-0.799760228	-0.786838121	1.407228735	-0.504988423	-0.747970276	-0.378901908	-0.708039113	-0.13453715	1.410533324	0.44566959	2.773498226	1.924095018	1.855177539	-0.592088675	-0.624747884	-0.840708131	0.085886108	-0.762215056	1.600860023	0.312601857	1.402551644	0.575785185	-0.336329648	1.188282059	2.006814122	-0.926631587	-0.910447656	-0.963909913	1.14621128	-0.821164718	-0.622178029	0.00261539
CXCL5	0.649471844	-0.281449846	0.961318017	1.193702315	0.046869488	-1.104948674	-0.941590919	-0.249206476	-1.17603924	-1.505376166	0.152652583	-0.712988017	0.667943018	-1.478804965	0.764165496	1.511950029	-0.346285466	0.838922082	1.123590491	-0.625193748	-1.300460596	-0.675604155	-1.2414226	2.042843036	-0.675604155	1.101738672	-0.644484775	1.169053681	-0.056212585	-0.848073904	1.394498258	-0.44291927	1.166555179	0.117025846	1.254665393	0.439319129	-0.863644262	0.458872837	2.187339859
CYB5A	0.691077844	1.387071248	-0.388188288	-0.946421034	0.131825214	-0.733221296	-0.254985827	-0.249382877	-1.27792762	1.349319827	0.189746701	0.04598807	-2.067091775	0.357518835	0.256870928	0.883185844	-0.673129038	1.231543591	0.52296612	1.031497374	0.099989356	-0.332423771	-1.868502876	-0.968454648	-0.626992908	1.479036086	-0.109329885	0.61175404	0.893375151	-0.362758433	0.354664489	-2.110090506	-1.173158079	-2.014449604	1.149491743	-1.345353402	-0.166652813	0.792789615	-0.250795933
DACH1	-0.349790266	-0.654317653	0.680618975	-0.330240219	0.092627611	0.997285694	1.678623765	1.161359948	0.058180679	-0.178258649	0.085568092	0.403815005	0.816330233	1.011540938	-0.006044636	-1.128760929	0.70787439	-0.218879532	0.609850326	-0.330954754	1.876461859	0.820681297	-2.244075154	-0.795519054	1.624732126	-1.418024908	0.809188292	1.88128475	0.130409741	-0.059348795	0.60374655	0.003185833	0.338975676	0.074262701	-0.097542455	0.753115702	-0.137594287	1.418305428	0.851203456
DCPS	0.596550854	0.386924264	0.096298709	-0.456696548	-0.159576965	-0.364740375	-0.370940849	2.097377098	0.992804018	1.56850108	0.144212169	-0.520362856	-0.162864097	-0.006863267	-0.467152703	0.945016197	0.958360215	-1.307262854	-0.984301046	-1.025370931	0.360991221	-5.91E-04	-0.759129696	-1.499005345	0.322089428	-1.104097353	-0.838981309	1.849498795	-1.277138679	0.479058933	-2.021035213	-1.530228994	1.273420529	-0.6742449	-0.370066835	-0.267527266	-0.903812184	0.371457792	1.033229298
DDX20	-0.261712721	-0.265958131	-0.293501301	-2.423277618	0.454920838	1.24477196	-0.084738002	1.330577888	1.926763741	-0.22625924	-2.027678702	0.75252641	-2.198744097	-1.075374683	-0.118916747	-0.075457222	1.081190406	1.170329833	0.350375167	0.144201934	2.263960892	0.294468347	-0.521654341	-1.329397618	1.348707768	1.288164901	0.35594497	1.1062928	-0.283456175	1.743591505	0.726119613	-0.332072317	-0.044473394	-0.853257401	-1.359146184	0.498469006	-0.259140275	-0.067975908	-0.32326504
DECR1	0.550060675	0.375190163	-1.308697685	-1.901804037	-0.424387201	-1.308512451	0.023833721	-0.770740015	-0.634623006	1.151562873	-0.14153829	0.837255453	-0.305515841	0.359190613	0.514217142	-0.638606831	-0.770733589	0.554951894	1.415436485	2.24798395	2.794737795	0.228216815	-1.788049396	-1.017797981	0.178780977	0.186165013	-0.904111123	-0.107932744	0.782571266	-0.618377129	-0.273902578	-0.583058907	-1.471987776	-0.867930632	-0.647376789	-0.789982755	0.494941514	1.686939133	0.05531344
DERL2	-0.732793843	-0.07779338	0.506506669	-1.82262401	0.62978441	-0.263621793	-0.767579464	0.631940364	-1.167576997	1.154540856	0.40623784	0.4968615	0.133943252	0.476082302	0.035743113	0.71244188	-0.572013596	0.56059042	0.841103853	0.559399682	-0.633252841	-0.699177949	-2.265067417	-0.157167827	2.034079505	1.883642439	-1.502989112	2.257907186	1.167989272	-1.313388283	-0.454251138	-0.399349614	0.509911543	-0.241063238	1.760901198	0.03705916	-0.23431053	1.071198467	-0.485790519
DHX30	1.109304136	0.7624395	1.514995351	0.499731469	0.662280524	-0.308227817	-1.055485934	0.089849377	0.116578145	-0.703958762	-0.319419657	-0.961624867	1.043135469	-0.653188553	-0.71168726	-0.575323804	0.788075912	-1.42862231	-1.414815142	-1.72982175	-0.562067169	1.603081941	-0.130784071	-1.05423221	1.667692913	-1.119971196	-0.282915313	0.680871125	-0.976168048	-0.135271017	0.52137986	-0.133412129	-0.055450595	2.085582736	1.054250835	0.239157329	1.020113666	2.62914253	-0.943092535
DHX34	0.626786727	-0.020932038	-0.353660983	0.799843972	0.251756917	0.522082605	-0.270785776	-0.621557703	-0.425362843	-0.462789858	-0.922922653	-0.184401262	0.024374315	0.257894074	-0.647019629	0.490707721	1.43270145	-0.770404605	0.308454991	0.074790557	-1.146415891	2.108955205	1.598970715	0.110579047	0.031505433	-0.83239592	1.005140384	-1.131144117	-0.436831793	0.083837897	0.917609914	-0.779164372	-0.116656363	2.412959886	-0.188687406	1.145234717	-0.343784953	-0.508847406	-0.580427775
DIDO1	0.489600842	-2.021291773	1.069343669	-0.803892368	-1.739054691	-0.09279978	1.471771723	-1.168991944	-0.569991444	-1.243293415	-0.408973857	0.410858185	-0.10128953	1.421647752	-1.400283236	-1.258124968	0.357941383	-2.012724563	1.124371295	-0.32733772	0.835228583	2.254824556	0.088034521	-0.112184337	-0.402521898	0.133188642	0.864968459	-1.07333476	0.106736155	0.414246512	0.82664473	0.089793132	1.047780795	1.208819708	0.411319337	1.162118499	-0.436750545	-1.51018561	0.529349227
DLGAP5	0.042163476	0.384303263	-0.611322806	-1.036222596	-0.212856122	-0.110732412	0.014535321	1.418842461	0.995837499	0.023430068	-1.688935613	0.35525791	-0.43660777	-0.08906468	0.546099916	0.414740499	0.421132961	1.684217503	2.173924015	1.480025957	1.997329517	0.15369578	-1.509258201	-0.037372549	-0.95885508	2.141617107	0.137666399	1.237319314	0.192910241	-0.096900962	0.317818669	-0.27400943	-0.118754376	0.081315758	0.883416896	-0.359229016	0.85302112	1.802727496	0.302933547
DLL1	-0.248832967	1.698486441	0.776976659	1.265301292	0.754439671	0.092074179	0.037067083	1.549801397	-0.248453558	1.366911468	1.467502626	0.268471245	1.55556571	-0.116851292	0.049475925	0.482556948	-0.399096841	-0.953940377	-0.912041321	-1.403351518	0.33600946	0.282122417	-2.413647369	0.104774116	-2.145095852	-0.611195277	-0.107490479	1.620733097	1.99291922	-1.951887872	-0.232279421	-0.122364444	0.015805337	-0.508600777	-0.333847775	0.268471245	0.57602253	1.690817252	-0.321040541
DNAJC13	-1.33136225	-0.67308511	-1.124472117	-2.823908746	0.534635137	1.944668546	0.982489318	0.145379566	-0.062486913	0.369977488	0.099985125	0.297552182	0.304688201	0.504552764	0.238798426	-0.583739797	-0.334896587	-0.72918302	0.165346131	0.410375072	1.027512986	-0.489197146	-0.076647726	-0.63551008	-1.846004368	-2.455070939	-1.126897275	1.123620121	0.118489024	-1.292228271	-0.598019836	0.432287803	-1.850346002	-0.556479242	0.206262017	1.27419661	-0.357306743	1.045959434	-0.007304827
DNAJC14	1.171016788	1.17806998	2.949346034	-1.216107409	0.492246064	-0.520587029	-1.016669949	0.236703917	0.697224616	0.275526206	-0.010625802	-0.567026865	0.31481298	0.921508524	0.289582753	0.246180927	0.256510035	-0.719591324	-0.776801938	-1.246713919	-0.656797408	-1.77097122	-1.350186726	-1.516442116	1.915722514	0.877941967	-1.2754366	0.810943245	-1.257392819	0.038101939	0.046237518	-0.136707215	0.182887845	-1.216450633	-1.692721275	1.356333475	-0.653156692	-1.413963108	0.39539249
DOCK2	0.538170317	1.015944473	-0.041151886	-0.074260434	0.390916512	-0.049102978	-0.497500033	-1.124386825	-2.406105577	1.005221721	0.319852034	-0.288192396	0.017741819	0.288452396	0.369955121	0.276284888	-1.067194131	-0.565076274	-0.30710539	-0.622029644	-1.739896568	-1.373526804	-1.07744626	1.105129221	-2.195956688	-0.555761648	-0.961576647	0.105275755	1.31158516	-0.786378297	-0.202189929	0.268834365	-0.692585846	-0.075572546	1.208068234	-0.466020413	0.195973029	-0.311597381	0.077657136
DPY19L3	-0.921083157	-0.152989045	-0.064275408	-1.51638696	0.796190004	0.239105636	1.100888793	2.098396356	0.638253	-0.179486048	1.152521061	0.404011367	0.680536542	0.418363668	0.935344124	0.215919896	1.20425758	-1.409250453	0.016976278	-2.113591304	0.759497462	-1.691745523	-1.855584927	-0.517495917	1.177902089	-2.467701698	0.285030544	0.989206855	-0.072482346	-0.616359764	-0.047576972	0.490768141	0.935354748	-0.114110242	0.161690838	1.506936352	-0.135989797	-1.191233616	0.863889676
DUSP14	0.239704498	-0.632656277	0.203504333	-1.109746284	-0.445968272	-0.946251136	0.477043676	0.125873398	-0.65464899	-1.178803106	-1.174528061	0.040363149	-1.826774006	-0.567371645	0.012035787	0.510566622	0.270463193	-0.450857697	0.665632904	-0.887513144	-0.06042758	0.608286772	-0.619500492	1.123221148	1.813758232	1.467626363	0.186105317	0.04034386	0.739630534	-0.234315942	0.101345898	-0.761090637	-0.32176895	0.570120738	1.627437628	0.976375403	-0.421746649	0.760390063	1.204863606
EDEM1	-0.754861768	0.17959464	-0.311851286	-1.444217196	1.840629172	-0.199819479	0.311278806	1.128572352	0.696271944	0.771647224	1.232476804	0.21090672	1.621536818	-0.062326426	1.654259289	0.891250901	-1.152924488	-0.857261075	-1.827462183	-1.909636313	-0.123152906	-1.128968299	-1.244381739	-0.460310345	-0.567555418	-1.121192448	-0.66033142	0.80581037	0.559996304	-0.490363007	-1.176531799	-0.632526155	-0.476527995	-0.772793668	-0.574761662	-0.687909646	0.191943846	-0.518831565	0.219788034
EDIL3	-0.489271083	-0.347360693	0.196508682	0.38507381	-0.19856174	0.058482447	0.314907264	-1.763798399	-1.478822904	0.731471357	1.669153901	0.52964318	0.257625484	0.465934512	0.020560119	-0.566724088	-0.491317821	-0.756684665	0.24523781	-0.306073563	0.087032227	-0.095045175	-0.375120516	0.617583487	-0.946754524	-0.079763996	0.459158526	0.016703851	1.059038932	-1.276082574	-0.972973036	-0.361155637	0.86586853	0.117124364	-0.182074177	-0.297485827	-0.002082359	-1.070997918	0.080678244
EDNRA	0.970172551	-1.634686359	-0.177872281	-0.673150902	-0.881947345	-0.556380113	0.150909072	-0.365939331	-1.21467661	-1.138995168	0.793790632	-0.673014386	0.86941078	-0.835183614	0.137929145	1.121552845	-0.823762812	-0.285399881	0.448927891	-1.647239917	0.063036709	1.099846479	0.231010056	0.979793944	0.423803043	0.071700862	-1.114484537	1.526046769	1.860422682	-0.80340446	0.365355375	1.274958559	0.795192369	0.019136773	-0.558718358	-0.065693054	1.169071739	-0.486224566	0.556708603
EEF2	1.319565183	0.709868547	0.929304161	-0.810881283	0.355276722	0.527847005	0.659526258	0.881626621	0.445002678	0.489581949	0.564307445	0.549224821	0.315985286	0.089909792	0.461874646	0.378078576	0.305141344	-0.442241901	-0.79576787	-1.811942493	-0.799809004	0.377156165	0.884697852	-1.333862913	0.623453223	-0.195333824	0.477187063	0.53692114	0.141888859	0.103384403	0.076019577	-0.159638749	0.523351627	-1.153382356	-4.202998419	0.167655143	-2.342535877	-2.900397349	0.481842185
EGF	-0.563639124	1.195991408	-0.656148749	-0.643280472	-0.346432662	0.368227045	-0.121042698	-0.138329565	-0.267947308	3.394935187	0.463422956	-1.021445118	-0.736401115	-0.817593006	0.141340784	2.923632515	-0.101688759	1.926510947	-0.58241457	-0.446208366	-0.678256719	-0.789905289	-0.545342088	-1.390308374	3.066642398	0.167957837	-0.675689571	-0.99367806	-0.319958911	-0.204628791	-0.454174201	-1.080906691	-0.732442178	0.389963013	0.935786121	-0.35587284	0.877220521	-0.12236734	-0.435973443
