Name	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18
KNTC1	1.039879906	1.473110728	-1.026837041	-1.967818008	1.549695258	-1.022411748	-0.549669536	-1.676371419	-0.198769911	-0.785194637	-1.040561612	-0.468485946	-0.094568554	-1.137721296	-0.371567566	-0.057839125	-0.296601761	-1.331985243
KRCC1	-0.896210465	-0.240419363	1.00544099	1.589103806	-2.059948158	-0.579384534	0.045254364	-0.298178918	-0.528905174	0.216902762	-0.330379498	0.387577867	-0.126341132	0.76966806	-0.061757717	-0.646207797	-0.071130225	-1.040195782
KRTAP4-1	-1.220008452	0.908309707	1.106556903	-0.838901062	-1.208961988	0.340034032	-0.281344103	1.576010703	-0.126880698	-0.795646689	-0.125351044	-0.812428651	-0.406414075	-0.282440074	0.110307987	-1.247908622	0.174375769	-0.139611227
KYNU	-0.905142676	-0.331210348	-1.284704285	-0.681331058	-0.762624823	-0.360473379	-0.182792342	1.175556121	-0.510049112	0.878556785	-0.539983611	0.179799802	-0.656412825	2.613106716	-1.033262227	-0.582089011	1.320648431	-0.5680932
LAMB2	0.182284482	-0.199611374	-0.278997259	-1.021913694	1.124974393	-1.901204044	0.478698543	1.834063223	1.328690463	-0.306171808	0.123598349	-0.050836766	-1.123380337	0.507269435	0.348468644	-0.298779899	0.798804197	0.851408857
LANCL3	-0.375602019	-0.45072444	1.066470656	1.06422902	-1.267421249	0.074616962	-0.230376913	-0.665268111	-0.055555964	1.102851156	0.174860903	-0.931572028	-0.722095844	2.404855751	-1.037917435	0.571423782	-0.334256944	0.58244429
LBR	1.589160235	1.035699756	-0.374450222	-0.816154482	1.416457705	0.255470745	-0.132779491	-2.393910062	-0.731964337	-0.152977847	0.360665726	-0.04295494	-0.073496277	-2.187311743	-0.391644195	0.098245445	-1.132684042	-0.393742121
LCOR	-1.296164156	0.227169738	0.578081429	0.966239219	0.458490031	-1.145202229	-0.729156436	-0.686742292	0.160555751	-0.125307914	-0.608460617	-0.789001654	-0.675262532	-0.416905597	-1.001459306	-0.319109012	-2.00386621	-1.603468848
LGALS8	-0.505907831	0.773883463	0.846841624	-0.639347987	-0.504514465	-0.641159211	-1.292362499	0.108269482	-1.434111977	-1.495899091	-0.391279067	-0.472624878	-1.223073033	1.328835664	-0.456909082	-1.141780942	-0.706152045	1.754584089
LGALSL	-0.318800728	-0.19273772	1.351506862	1.612185187	-0.667911903	-0.311661624	-1.668932979	0.159501988	0.959041633	0.343189248	-0.454135322	0.244002277	0.758004318	1.015744873	1.063784793	-0.450644481	-1.17230218	-1.699479572
LIN7C	1.765816474	-0.426612121	0.738803919	0.44362216	1.00754551	0.588166086	0.156464065	-1.08915863	-0.049234523	0.052085292	0.165757861	0.144835978	0.17898312	-0.103198318	-0.936184396	0.353175275	-1.176347612	-0.139133622
LINC00460	-0.226233642	0.27340927	-0.63132069	-0.076673521	-0.390969779	0.707684433	-0.471660261	1.471251622	-1.119075065	-1.029737563	-0.940822777	-0.644237966	-0.954332555	-0.667779104	3.67666959	-0.401972079	-0.167410839	1.086291507
LINC00630	-0.878151611	1.601006549	-0.338444092	-0.137508834	-0.137508834	-0.277132263	-1.017984943	-0.548861407	-0.96879562	-1.284969758	-0.940164724	1.658604198	0.043710599	-0.259003095	0.186478905	-1.169925742	0.199065355	-0.99130494
LINC00639	2.085058419	-0.699323084	-0.66197336	-1.624529215	-1.425701287	0.933348645	-0.805402783	0.083988742	-1.136228375	-0.13988743	-0.492785872	-0.382976813	0.234603447	0.037688486	1.037164668	-0.20344459	1.876731843	0.661470765
LINC01351	-1.678585354	-1.24793042	0.231567191	0.386313744	-1.431991945	-0.052486148	-0.483506142	-0.409018703	-0.109073688	0.650386936	0.948254502	0.066551266	0.206357848	0.018312906	-0.359301734	0.251278217	0.506710105	-0.754072078
LINC01558	-0.816878197	-0.577998984	0.061925019	-0.143475754	-0.604604089	-0.91593399	0.418742219	-1.649101255	1.871179264	-1.349762824	-0.557920517	-1.425235844	-0.292173767	-0.372296515	0.822220866	-0.766131604	-0.98670231	1.774819621
LINGO1	1.509723783	-0.406916616	0.609741187	-0.970812809	1.032038977	-0.473692845	0.641145249	-0.761260325	1.225531564	1.595952888	-1.821104339	0.0613843	-1.565747351	2.26850918	0.584970992	-0.09751192	-0.555209696	-1.037125949
LMCD1	1.070665286	0.340899741	-0.25747713	-1.601595287	0.413410109	-1.132005719	-1.455569733	2.963743853	-0.811953504	-1.41268528	-0.412614896	-0.038200479	-1.049101268	-1.151187057	0.517698553	-0.999514103	0.299381245	0.48994865
LMLN	-0.536792781	1.570767521	-1.289425756	-0.006388229	0.528142464	-0.027965825	-0.96738022	-0.034159477	-0.273846897	0.665161	0.44028151	-0.295241087	-0.769336331	-0.213154521	1.020874337	0.247854141	0.122889587	-1.421951828
MAN2A2	0.132696794	1.071701461	0.206516774	0.522831721	2.814201484	-1.023265208	1.279601227	0.448377781	0.041552737	0.907487275	-0.68271671	-0.531054781	0.108595877	-0.062265926	2.514713904	-0.278356254	-0.381779819	-1.300362215
MAOA	0.605120542	-0.422532189	1.710322682	1.567642786	0.249678909	-0.477977729	-0.351466036	0.413958642	-0.128051165	-0.050592559	1.418451373	0.850950418	0.916550042	2.405967222	-1.135389047	0.195832948	-0.245174412	-0.020706184
MARCHF3	-0.274376259	-0.5076558	0.951503648	1.3012542	-2.647383519	-0.043048554	0.111632226	-0.478353518	-0.301866646	0.786150782	0.587497638	-0.626387503	-0.423067325	-0.085763315	-2.025537982	-0.613536024	0.094834682	3.042087984
MATN2	-1.42521819	-0.235522513	1.067519845	1.117712358	-0.796997418	0.190596467	1.286798288	-0.268198254	0.438484088	1.494232183	0.114840077	-1.12197846	-1.257002622	-0.167254867	-0.209977725	-1.222361033	0.289735676	-0.198646134
MBD2	-0.503196567	0.546898594	1.221828706	0.336198117	-1.825337403	0.976199155	5.66E-04	0.028095261	-0.750820122	-0.063013896	-0.768066611	-0.120834585	0.315020678	2.213370011	-0.706492267	0.821610491	1.219498354	-0.480448977
MCPH1-AS1	-0.752258414	0.938969321	-0.226379232	0.650742139	-0.907192559	1.113776759	1.977521021	0.613352937	0.650185882	1.243719303	0.194376936	0.169255679	0.300175379	2.688748253	-0.195731575	0.266108743	0.395715717	-0.04175156
MED11	-1.284382791	-1.349005375	0.396281344	-0.272555426	0.298852547	-1.036050149	-0.021949218	1.025793506	1.63289267	0.117762654	0.330782867	0.586601997	-0.314672611	1.87352034	0.90873987	-0.520241206	2.279816437	0.793921392
MED17	2.458818763	-0.360045172	0.13061437	-0.720609827	1.392549474	-0.71301947	-0.19667114	-0.246398915	0.086711375	-0.352803126	0.136714486	0.108681079	0.36532948	-0.863784232	0.33811855	0.304621477	-0.32990307	-0.291950089
MED18	1.065506609	-1.376706429	0.105906884	1.064782681	-1.498806415	0.029725762	0.057635794	0.0726105	-0.773511427	0.064720229	0.795649818	0.535397104	-0.359842609	0.831796296	-0.47432215	1.195324346	1.154218188	-0.173873986
MED22	0.66405253	-0.230167874	0.25160068	-1.836585327	1.000239397	-0.416443285	-0.069260007	-0.484488398	0.32353631	0.536775083	0.966468036	-0.375247211	2.153897106	0.95068435	0.7442086	1.553841816	-0.256916199	-1.152376316
MEST	1.469554831	-0.034026801	-0.674404026	-0.366817958	2.093698841	0.416266448	-0.456746791	-0.48659786	0.168184513	0.286424463	0.281221583	0.273083506	-0.02031666	-0.093860882	1.040111213	-0.529812637	-0.091669302	-0.423713946
METTL20	-2.579677368	0.166210465	-0.402787382	1.546679992	-2.153819649	1.644447433	-0.402098965	0.030898837	-0.586222906	0.200166079	-1.018260567	1.141175527	-0.782935353	-0.064492283	0.912282723	-0.222690771	0.123741738	2.050273541
METTL3	1.287494974	-1.079857002	-0.076187285	-0.557427569	0.691400384	-1.194107421	-0.68714712	0.087323636	0.01293585	-0.582965966	-1.294837264	-1.200052883	-1.896670114	0.087768699	1.120366906	-0.943503041	0.336983954	0.518584106
MFSD1	-1.351132877	-0.021051415	1.428919898	0.401730538	0.260552822	-1.311037985	0.360554562	0.580578266	-1.424045938	0.544007703	-0.278957414	-0.699506627	-1.232994904	0.181103701	-1.419067376	-0.534122284	-2.192148353	-0.075865347
MGAT2	1.242903537	-0.15288577	1.631934088	-0.334789408	1.030299399	-0.484138974	-0.677450025	0.201954363	-1.144805946	0.395471866	0.453937111	0.286822299	-0.958413251	-0.33242335	-0.846671559	-1.257798168	-0.498887466	-0.043122614
MIF	0.669952098	-0.416753719	-1.973396407	-2.025136684	1.03962287	0.310080505	0.402333258	-0.277721731	0.232552265	0.494375983	0.701532398	0.650485596	0.894211203	0.666263842	0.662562819	0.838038911	1.633124323	0.564943464
MIF-AS1	1.97843188	-1.458346064	-1.261331389	-0.923544871	0.976043845	0.046032605	-0.630604852	-1.432117526	1.018080354	0.145039931	0.037570604	0.02282875	-0.281884042	-0.287371896	-0.548857792	-0.194795735	0.595741217	-0.87455267
MIIP	0.728161785	0.434325605	-1.691396082	-1.938306149	1.423756577	-0.097281538	0.276386129	0.207105815	0.952806718	-0.868519746	0.832688502	0.269018461	0.505413436	0.586133072	0.386666898	1.877259627	2.168083756	0.935339877
MIR622	1.956203373	-0.922648673	-0.102982607	1.067774985	-0.79750563	1.058540864	-0.257426021	0.624473054	0.481230073	0.108954823	-0.296778944	1.250369915	-0.198735771	0.336841096	-0.532005495	-0.626272569	0.204422393	0.617107098
MIS18A	0.923905311	0.790986313	-0.541245678	-1.706919402	0.955972684	0.122635485	-0.673466331	-1.930685352	-1.05777221	0.08805821	0.416654096	-0.469874036	1.012146381	-1.021123527	0.504713112	0.481382957	0.090981626	-1.006268221
MLXIPL	1.002167251	0.268759262	-0.517082745	0.225186948	0.720582564	-0.521748435	0.497908536	0.645667134	1.329392437	0.218288555	0.155143218	0.844684078	-0.078733845	-0.485445921	-0.277881911	-1.031819479	0.381639635	-0.433070112
MMP7	0.487378955	2.140972665	-1.594005908	-1.522985794	-0.935393905	-0.878783886	-0.345386477	1.472238918	-1.020470224	1.177051951	-0.221940349	0.234036641	-0.456293939	-2.14458031	0.342025432	0.038809877	0.091163695	-0.565075957
MORC4	0.69512128	0.285710685	-0.840545605	-1.660834955	0.618184863	-0.511872424	-1.358271134	0.117361289	-0.868547935	-0.408165823	-1.611019488	0.271892028	-0.214922297	-0.754475749	0.018086753	-0.982790916	-0.204268376	-1.043645919
MPHOSPH6	2.287812099	0.347582437	-1.116052255	-1.221483381	2.48577102	-0.293744932	0.303901252	-0.22557781	-0.959951743	-1.70795595	-0.531904748	0.529275991	-0.175532129	-0.316560379	-1.244799076	-0.258733573	-0.863907666	-0.079620349
MPP5	-0.183155649	-0.528240036	1.255492072	2.043194733	-0.018878147	-0.944998175	-0.733511385	-0.233740655	-1.094184835	0.32076239	0.217442268	0.478749692	-1.399696569	0.235534995	-1.022671528	-1.161389446	-0.662766914	-0.157619171
MPP6	0.470629827	0.779897342	-0.541296945	-1.109297346	1.018745121	-0.844697419	-0.538321697	-1.522817612	-1.67939096	0.292765519	-0.367598338	0.06629033	-0.436841631	0.306736563	0.974619409	0.798474103	-0.978621117	-0.858242743
MRPL24	1.227004988	0.052413386	-0.673283396	-1.03642085	-1.074671014	-0.302289952	0.18522176	-0.28337357	-1.558446875	-0.018718503	-0.563171338	-1.081192254	-0.049720321	0.278615792	-0.922887523	-0.227321705	1.905891171	1.646542212
MRPS14	2.130364145	0.110036961	-0.461430116	-1.020562567	1.026222431	-0.204294982	-1.043019809	-1.208710481	-1.49032185	-0.780001585	0.275897209	-0.613739435	0.039887171	0.290250363	0.454315243	0.195269307	-0.441044257	0.271391933
MRPS23	0.92662486	1.512606303	-0.9698022	-2.15795215	2.210862413	-0.290866916	0.184322639	-1.13415792	-1.211437666	-0.459300189	0.383498144	-0.141086466	0.65451764	-0.863392937	0.365865258	0.171825829	0.08811788	0.013458721
MSL1	-0.433118504	1.246875316	-0.559286363	0.574099293	1.12074987	0.87574804	-0.204239873	-0.283475845	-1.15135344	-0.747567885	0.441074537	-0.458467152	-0.106871246	-0.660245711	0.894649365	-0.636694593	-1.46043767	-0.2421433
MSL2	1.654242415	-0.185408227	0.731941571	0.123082434	0.488828102	-0.384845613	0.931704355	-1.080416307	-0.771508743	-0.524260963	-0.727009316	-0.517513678	-0.775990992	-1.021070854	0.156215666	0.128745323	-1.419808031	-1.956607349
MSX2	-0.656285786	-1.040604601	-1.105714909	-1.306661215	0.45524698	0.934571229	1.426383475	1.497979226	0.155127146	-1.479221793	-0.44307892	-0.151686206	1.102483601	-0.692955369	1.830340087	-1.093563731	0.86995842	1.498388991
MT2A	-0.459174884	0.675799527	1.766307558	0.689809199	-0.443679545	-0.740955561	-1.398935678	0.851371844	-0.274539157	0.421590306	0.865402851	0.663603294	-0.143230934	0.386761663	-0.445503908	0.172532411	1.812666946	-0.665313735
MXD1	-0.967690789	0.315121845	0.799877985	1.517826779	-0.166896883	0.788407794	-0.403551375	-0.143056531	-0.669472603	0.931559944	0.523117301	0.043422524	0.275070629	0.669370912	0.128668755	-0.532165492	-0.970252903	-0.91365006
MZT1	0.666110517	0.74649558	-1.006206943	-1.946233559	1.691773742	-1.045989341	-0.350693803	-1.957304262	0.652437807	-1.615742964	-0.535480476	-0.119900865	-0.403903478	-1.208873933	-0.540150269	0.317339619	-1.093425778	-0.078600902
NAAA	-0.750261013	0.570741011	2.002699008	2.316134174	0.009072272	-0.100271527	-0.143932901	0.801607274	0.743499102	1.840376381	0.961741217	0.306917763	1.16622356	0.482981342	-1.388888024	0.741285395	-1.701168484	-0.543247444
NAALADL1	-0.86905633	0.165648028	1.510779191	3.163199853	0.351426811	0.071631593	0.209887314	1.218443683	2.75516884	0.263778763	0.649014237	-0.240525363	0.505688023	-0.659019801	0.245817165	-0.170602628	-0.474271324	0.690422589
NANP	0.975970121	0.187492618	-0.604222888	-1.374243968	3.070582049	0.06832193	-1.330723581	-0.911728386	-0.585021059	-1.146459958	0.716266647	0.264377946	-0.517108501	-1.484815432	-0.857872307	0.604577749	-0.771331465	-1.034695158
NAP1L4	1.32673757	0.156406132	-0.411111317	-1.289436345	0.6861849	0.071710781	0.423287326	-1.287704116	0.208476402	0.294964731	0.213368841	-0.336970619	1.360752706	0.518667	0.366021706	0.394985674	-0.002703564	0.276815468
NAPG	-1.391598684	1.299848921	0.840743434	-0.519297519	1.07759634	-1.291891745	-2.112108364	0.398046106	0.993098775	-0.065161323	0.391928559	-1.422524417	-0.508780107	0.466110048	0.743959556	-0.664388042	0.573641784	1.549543453
NAT8B	2.754187646	-0.995406936	0.231582575	0.124766819	-0.692293458	-0.69199766	-0.317382096	-0.316126589	-0.311120624	0.047868499	0.253198819	0.547390104	-0.444931034	0.519560125	-0.444202494	0.287643717	0.339307653	-0.581578143
NAV2	0.044498576	0.892684843	0.224426534	-0.775818142	1.069335024	0.07971778	0.509434343	-0.384138639	1.131156993	0.050053311	-0.107739466	-2.570043991	0.44059379	-0.543536301	-0.360532689	-0.460630935	-0.325383643	-0.907856386
NBEA	-0.877253265	-0.946989726	1.468711198	0.998855298	-0.839753301	-0.052854663	-1.065206278	1.904531045	-0.316594032	-0.361957957	-0.431760253	-0.736205272	-0.440024464	0.832616997	-0.690779523	-0.5442385	-0.629263964	0.122521139
NBL1	1.31286398	-0.850470599	0.467410563	-0.200107034	-1.740579847	-0.104086233	0.991174377	0.939364832	-0.785072024	0.45912489	0.980245005	0.608558863	-5.29E-04	1.036770789	-1.94789743	0.727802612	1.137450452	0.13131731
NDNL2	2.074686561	-0.321787447	0.829400084	-1.627049967	2.331120483	-0.142987829	0.473558014	-0.612798359	-0.25048553	-0.755008166	0.010743474	-0.814000382	0.682783973	-0.079381405	0.816831937	-0.400730128	-0.346664866	-0.731303233
NDRG1	0.242390481	-0.843478557	0.00382204	1.678562117	-1.170496231	0.985471948	1.290886923	0.02743912	1.002659675	-0.021509799	0.860190417	0.695080942	0.257889447	0.454310776	0.924642261	0.878396965	0.682522654	1.072648827
NDUFA1	1.076936351	-0.200353515	0.184948423	0.351694138	0.208690744	0.229947402	-0.905636861	-0.626340825	-1.488457554	-0.806142669	-1.450459603	-0.92954707	-1.195433348	-0.363031002	-0.135549674	-0.318254743	-0.34493453	0.214520755
NDUFB10	1.382416036	-0.201267258	0.370198094	1.158011852	0.629279989	0.112920079	0.788640228	-0.544742725	-0.725295647	-0.042410616	-0.068198644	-0.576491309	0.158686371	0.032578485	-0.113732145	0.018446486	1.362816316	1.005320047
NDUFB7	1.649889062	-0.211060629	0.419296224	0.34319589	1.153166643	0.122541831	-0.746450821	-1.801906059	-1.918536994	-0.815385153	1.176210319	-0.547621443	0.507663745	0.103422429	0.428698153	-0.233032149	0.41676733	-0.11855488
NDUFS2	-0.092409585	-1.120079164	-0.602941643	0.752904239	-1.010716875	0.395426917	0.182367159	0.142497901	-1.398692163	-0.467900482	0.869499412	-0.004299143	0.160360635	1.984888708	0.224659149	1.344715345	1.422517413	1.235412693
NME7	0.649855965	0.554399755	-0.589117674	-1.255183878	1.207688698	-0.388010983	-1.859435044	0.169806439	-1.004034474	-1.160061397	0.242038929	-0.39087193	-0.394044633	-1.318716124	0.262279862	0.104808272	-0.539793296	0.595219703
NMU	-0.906447256	1.819805521	-1.510427941	-0.916118231	-0.528814045	-0.511994241	0.365659127	-2.172981766	-1.889884198	2.020841596	1.527376594	-0.060409863	-0.866321981	1.259513474	0.116347471	0.109637492	1.04300539	-0.72290901
NOS3	0.208074415	0.842745565	0.062837588	-1.315673916	2.706729936	-0.307808919	0.244228372	-0.322106127	-0.446691781	0.875191626	-0.911846344	0.152617833	1.154645397	-0.293354306	-0.198240283	2.218722449	-1.288785828	1.996105644
NPY	-0.951350733	0.03766626	1.55828462	1.856222478	-1.704374897	1.557164358	1.651781406	1.766869087	-0.338319793	0.964725867	-0.003673979	0.780232465	-0.864284611	0.162701016	-0.460114126	-0.590173339	0.118063316	-0.002625261
NPY6R	-1.661882057	0.814529452	1.535840696	0.879911553	-2.363452883	0.359716719	0.10826238	0.42456326	0.787985516	-0.128836394	1.126499085	0.213544903	0.601121817	0.796148351	0.627338117	-1.051492362	1.529852914	-0.065597461
NR1I2	0.957414805	-0.084633175	0.122578561	1.027314111	0.841401047	0.343892589	0.56015117	0.19279306	-0.46474987	0.640948542	0.715909924	-0.212272216	0.427583916	-0.323535457	0.449903602	0.212326225	-0.239274079	0.438530025
NSUN4	-0.199312217	0.445286643	0.469059978	-0.708937012	0.797526579	0.161876127	1.065925288	-0.693640609	-1.107568396	0.715259122	1.439420608	0.645929365	-0.611309696	0.630225546	0.225022921	0.918025348	0.995015662	-0.02011998
NT5C	-1.742718979	1.75915051	0.992541026	0.720455525	1.127188897	-0.03539078	0.733378367	0.168823484	-0.317556157	-0.308205029	0.0707993	0.050785937	-0.251234166	0.511716296	0.800318582	-0.319618527	-0.787186154	1.268853379
NT5C3A	0.922986839	0.398478858	0.405003195	0.138567933	0.82417717	-0.318147237	-0.924173342	-1.215388342	-1.531623131	0.045903795	-0.150596472	-0.645660162	-0.702746115	1.218253087	-0.966343191	0.080808981	-1.726123113	-1.314573433
NTM	1.199032525	0.233306792	-0.858442796	-0.148957469	1.654503706	-1.668198052	-1.443012617	2.421316107	-0.270142529	-1.274605225	-0.67121387	-0.144311455	-0.981532779	-0.78900362	0.520183574	-0.386991735	-1.044890574	1.422168424
NUDT12	0.586488853	-0.081373546	1.130159296	1.365855824	-2.928541219	0.604212532	-0.482021018	-2.400039285	-0.436705364	0.629538332	-0.161465972	-0.794164068	-0.739628467	0.50582719	-1.789076981	-0.17428788	-0.105256047	0.45434973
NUDT16L1	1.809155755	-1.45342444	0.252307019	1.5535831	0.247602847	-2.007131576	0.137374787	-0.485499062	-0.87874205	-0.16169547	1.189655598	0.332959277	0.792733121	-0.661446189	0.009640457	-0.193932495	-0.851992375	2.265394805
OCIAD2	0.590937365	-0.173905543	-0.699484018	-1.054716767	0.359495278	-0.161617224	-0.027749895	0.262333728	-0.500862851	-0.888084292	0.033858005	0.451165901	0.886479708	-0.093506366	-0.497711496	-0.423136228	1.016925998	2.132240877
OLR1	-0.421098974	-0.264199681	-0.658244925	-0.776305332	0.180714941	-0.78122357	-0.684412249	4.662102232	-0.747355014	-0.593464727	-0.05389817	-0.231202942	-0.653158159	-0.645130033	-0.220292467	-0.58178265	0.169613428	2.15859007
ORAI1	0.72293108	0.679564124	-0.085635812	-1.886430246	1.233303059	0.031047112	-0.580094352	0.448572014	-0.48212724	0.09973039	1.111292064	0.176106105	1.485755469	0.462769361	1.187636672	1.183090936	2.413177506	-1.756529895
OTUD4	0.851694898	0.182924112	-0.383826608	0.121966093	1.158737812	0.113449537	-0.564925916	-1.146996194	0.159491797	-0.170120921	-1.023552932	-2.035886592	-0.459379108	0.346547339	-0.534097056	-0.828787381	-1.150784439	-1.746231099
OTUD6B	1.250415349	0.524273153	-0.593670244	-1.025539591	1.284189664	-0.333260238	-0.302671543	-1.815226332	-0.914567388	-0.202524382	-0.34298458	-0.544927454	-0.152248792	-0.785104037	-0.446580452	0.103866983	-1.354199969	-0.313304511
P2RY8	-0.944057628	0.187742767	1.301732446	-0.542989254	-0.212000531	-0.623500404	0.341489664	0.642924368	0.536952636	-0.798167207	-0.383897796	0.379133088	-1.053946265	-0.089995887	0.382341503	-0.126143897	-0.219420177	-0.294015402
PABPC1L	-0.361596286	1.441574409	-1.48193255	-1.033906298	3.338621131	-0.174769539	0.498850912	-1.297313585	1.258608991	-0.20961614	-0.659429168	-0.566493941	0.257403141	-0.840623702	1.115758402	-0.142984317	-0.749578787	0.518962055
PAPOLG	1.319597618	-0.120595272	0.7263551	-0.043099759	1.712788745	-0.706567498	-0.603463031	-0.786052952	-0.674640171	-1.417051877	-1.352952681	0.067726197	-0.777250933	-1.1780506	0.670240822	-0.761866114	-0.945354025	-0.522389954
PARP2	0.16367965	-0.41762647	-0.94740738	-1.701482621	1.402353263	-0.899271298	-0.135501259	0.087133421	-1.580654907	-0.519365835	0.544830844	1.254942769	-0.151815194	-0.599042559	0.730928928	-0.096773234	0.629276422	0.047430147
PARVG	-1.435666734	-0.142888704	0.484014626	-0.947715437	-0.925454682	0.774882076	0.637428274	2.429571369	-0.441198623	-0.364986176	0.045881443	0.722364151	0.957224884	0.526236357	-0.489438658	-0.203294835	0.090718789	1.000624904
PBX1	-0.120286725	-0.043700086	0.798806743	1.429668367	-0.46305334	-0.034959805	-0.75847286	0.928409005	1.233025877	-0.701053271	0.745353581	-0.174880218	-0.41843491	-0.86035214	0.739853166	-1.002027219	-0.247924595	0.805631183
PCIF1	1.66486165	0.198363348	-0.240570207	-0.399519534	3.301563229	0.642175418	1.271800975	0.660255414	1.422838138	0.474634682	0.865492054	0.495482417	0.543131543	0.197490105	1.287059466	1.716098189	-0.154171905	0.910830894
PCMTD2	1.143475199	0.272035571	-0.065331073	-0.364882906	3.071400104	-0.404532882	-0.050771313	-0.123158298	-0.332366952	-1.092850943	0.20065171	-0.803968967	0.307841991	-1.670215071	-0.554059669	-0.133004566	-1.586556672	0.251592144
PDE6C	-0.577303266	-1.398726369	-0.10045303	-0.179536317	-1.724293352	-1.093528536	0.038280923	-0.718489649	0.226352995	-0.712606096	0.517985137	-1.854134279	1.488591927	0.435438238	-0.185840095	2.255656543	0.874051923	1.225923928
PDE9A	0.009724287	-0.622241814	1.368869049	2.120348204	-2.797736792	0.530758161	-0.662558478	1.197231924	0.05270325	0.910166938	1.873373737	1.657570187	0.521759445	0.542053059	0.905787978	-0.190188237	0.288310775	0.62187049
PDGFRA	0.222675255	0.859173243	1.41470265	0.180850358	1.259383712	-1.825204666	-1.213282485	1.119841215	-1.944991731	-1.796679341	-0.188291341	-0.651541624	-1.393649638	-0.980724329	-0.700930033	0.0168363	-2.038201953	-0.538664197
PDK2	-1.013001685	0.072092126	1.350012564	1.8085364	0.892339264	-0.283553333	0.702561615	1.239002973	0.686969055	0.975818032	2.057218988	0.524031411	1.433885198	-0.68090607	0.148642665	0.514139642	-0.104738017	1.35339202
PDP1	0.290150143	0.597119743	-0.41050058	-2.059580962	1.381107058	-0.721629027	-0.283431415	-1.074284754	-0.305776	-0.677192521	-0.059375118	-0.12175121	-0.700011986	0.061805899	-0.465146689	0.220353304	-2.096797919	-0.391553005
PDRG1	1.303974656	0.924661234	-2.096549899	-1.297663231	2.185872778	0.678288924	1.109670601	-0.522664534	0.313833924	-0.241742403	1.369987357	0.313208118	1.946928611	-1.275685234	0.368957521	1.303830436	-0.003872591	0.045986146
PEX10	1.619489629	-1.051332856	-0.904647328	-1.487730946	1.584440792	-0.190894219	0.230605212	-0.387325304	2.222735678	0.810070884	1.342416477	1.22257655	0.199999793	0.482433765	0.894130739	0.444552517	1.459693968	-0.275589251
PEX19	0.358020352	0.908737202	1.584481881	0.279167531	0.28141303	-0.092665358	0.467470732	1.062566275	-1.389010599	1.309250793	0.679497721	0.4992993	-0.097108336	1.129060862	1.558361394	0.300262458	0.381093931	1.057029927
PFAS	-0.317848149	-0.85971951	-0.656695117	-1.478636551	2.305717211	-0.703096092	-1.048630056	-0.51088757	0.696602046	-1.169218869	0.080326249	-1.157258284	-0.19345659	0.596018145	0.401790793	0.410150606	1.380290821	-1.309316707
PFDN4	2.15755064	1.985501889	-0.50903822	-1.328328142	2.505853253	-0.619551852	-0.177582064	-1.169322597	-0.020766744	-0.566527443	-0.144060568	-0.600992656	0.16648825	-1.556558923	0.065732285	0.233223461	-1.332325706	0.059978063
PFKM	1.069328877	0.687306604	-0.548634975	-0.71607752	1.854526568	-0.044348456	0.215763474	-0.22922793	-0.292019282	0.912725504	0.148210541	-0.71471987	0.691341047	-0.683233313	0.75313492	0.535830033	1.478139753	-0.968859423
PGBD1	0.936299425	0.872841499	-0.534715053	-0.603574723	2.477260684	-0.12675797	-0.534820004	-0.147881865	-0.164974586	0.2276462	-0.818846634	-0.597866589	1.591081018	-1.4105356	1.287694128	-0.359189223	-0.585723738	-1.692856163
PHACTR4	0.439965612	0.658958975	0.79987557	1.827143791	-0.067250703	-0.990266036	-0.37561962	0.271630106	-0.513029454	-0.800579648	0.731955124	1.176000498	-1.230894751	0.71328645	-0.90028738	0.313165871	0.388018079	-0.277729314
PHBP19	0.866779187	-0.089078372	-0.49274634	0.390959949	2.115725796	-0.061367406	-0.001305243	-1.769410906	2.797921401	-0.187683875	0.071581392	-0.330226665	-0.718889498	-1.36077644	-0.417786446	-0.406981246	1.465648106	-1.130107841
PHOX2B	-0.676512018	0.503829151	-0.916300358	1.317672159	-1.306117174	0.169926331	0.267350418	0.715046023	0.213607372	0.055935039	-0.699252196	0.264047029	-0.200974823	0.315377128	-0.736740427	0.151333275	0.271547253	0.77008456
PIWIL1	0.167715623	-0.390751322	-0.77912819	0.696097704	0.227851074	-0.545133885	-0.738372758	-0.495295376	-0.191107808	-0.838289196	-0.791233132	0.308366253	-0.068612547	-0.481886297	-0.581781211	-0.713748092	-0.63300539	-0.501310029
PKIB	-0.82488102	0.184388375	1.246316922	1.627215899	-0.708525137	1.005604691	-0.271490198	1.235363034	-0.136152801	1.249753979	1.436609377	0.315812933	0.161684049	2.224683085	-0.491181021	-0.363193364	-0.28111343	-0.316449801
PKM	0.349813876	0.324652767	-2.019706996	-0.201658751	-0.290883501	-1.066797217	-1.150787222	0.0226868	0.6690393	-0.460393733	-1.109616024	-0.870285187	-0.861942296	-1.331259711	0.075775065	-1.847703379	0.307926687	0.679503677
PLCB4	1.53889536	-0.827383953	0.20334372	0.083157946	-0.876110992	0.365894718	-0.245310082	0.515236465	-1.230926881	-0.496891691	0.510363051	0.313919297	0.278991162	-0.484319193	-0.3045914	0.864150789	0.051143458	-0.78894857
